Timestamp,Page_Name,Network_Type,Page_Load_Time_ms,Perceived_Load_Time_ms,LCP_ms,API_Latency_ms,API_Measured,Total_Page_Size_KB,Scenario,Commit_ID,Is_Regression
2026-02-18 12:06:18,Products,4G,1826.24,2494.08,543.21,49.91,1,743.9,baseline,clean_baseline,0
2026-02-18 12:06:25,About,3G,8637.22,8637.22,636.74,,0,735.17,baseline,clean_baseline,0
2026-02-18 12:06:28,About,4G,1499.96,1499.96,519.15,,0,735.16,baseline,clean_baseline,0
2026-02-18 12:06:29,Homepage,4G,2144.82,2910.08,499.49,49.52,1,753.02,baseline,clean_baseline,0
2026-02-18 12:06:30,About,WiFi,565.13,565.13,276.05,,0,735.24,baseline,clean_baseline,0
2026-02-18 12:06:35,Homepage,WiFi,428.74,997.04,340.75,3.87,1,753.0,baseline,clean_baseline,0
2026-02-18 12:06:39,About,3G,8773.23,8773.23,717.0,,0,735.2,baseline,clean_baseline,0
2026-02-18 12:06:43,About,WiFi,609.04,609.04,248.54,,0,735.17,baseline,clean_baseline,0
2026-02-18 12:06:50,Homepage,4G,2048.62,2707.83,564.72,48.75,1,753.09,baseline,clean_baseline,0
2026-02-18 12:06:51,About,WiFi,845.29,845.29,365.03,,0,735.18,baseline,clean_baseline,0
2026-02-18 12:06:55,Homepage,WiFi,572.68,1148.83,343.13,11.62,1,752.95,baseline,clean_baseline,0
2026-02-18 12:07:01,Products,3G,8516.93,9123.16,942.43,179.94,1,743.99,baseline,clean_baseline,0
2026-02-18 12:07:07,Homepage,3G,8788.16,9287.45,1032.17,177.48,1,753.02,baseline,clean_baseline,0
2026-02-18 12:07:14,About,3G,8597.42,8597.42,837.14,,0,735.19,baseline,clean_baseline,0
2026-02-18 12:07:15,About,WiFi,312.01,312.01,440.34,,0,735.19,baseline,clean_baseline,0
2026-02-18 12:07:19,Homepage,WiFi,565.23,1192.0,301.11,9.49,1,753.07,baseline,clean_baseline,0
2026-02-18 12:07:25,About,4G,2149.24,2149.24,564.29,,0,735.15,baseline,clean_baseline,0
2026-02-18 12:07:28,About,4G,1995.63,1995.63,561.87,,0,735.22,baseline,clean_baseline,0
2026-02-18 12:07:32,About,4G,2052.42,2052.42,628.42,,0,735.24,baseline,clean_baseline,0
2026-02-18 12:07:33,Products,3G,7983.24,8542.65,831.43,149.96,1,743.99,baseline,clean_baseline,0
2026-02-18 12:07:34,About,3G,8428.36,8428.36,890.28,,0,735.17,baseline,clean_baseline,0
2026-02-18 12:07:36,Homepage,WiFi,439.37,839.67,483.42,7.92,1,752.97,baseline,clean_baseline,0
2026-02-18 12:07:43,Products,3G,8850.66,9518.92,843.58,156.8,1,744.03,baseline,clean_baseline,0
2026-02-18 12:07:45,About,4G,1941.68,1941.68,527.76,,0,735.19,baseline,clean_baseline,0
2026-02-18 12:07:47,About,3G,8873.67,8873.67,883.03,,0,735.22,baseline,clean_baseline,0
2026-02-18 12:07:54,About,3G,8697.8,8697.8,906.19,,0,735.19,baseline,clean_baseline,0
2026-02-18 12:07:59,Homepage,4G,1717.77,2518.41,615.66,38.18,1,753.07,baseline,clean_baseline,0
2026-02-18 12:08:02,Products,4G,2179.19,2760.34,598.27,43.26,1,744.0,baseline,clean_baseline,0
2026-02-18 12:08:04,About,3G,9050.3,9050.3,876.32,,0,735.17,baseline,clean_baseline,0
2026-02-18 12:08:11,About,4G,2148.4,2148.4,595.27,,0,735.22,baseline,clean_baseline,0
2026-02-18 12:08:13,Homepage,3G,8632.27,9205.96,776.39,152.29,1,752.96,baseline,clean_baseline,0
2026-02-18 12:08:14,About,WiFi,509.99,509.99,349.2,,0,735.11,baseline,clean_baseline,0
2026-02-18 12:08:18,Products,4G,2201.75,2931.23,500.12,33.87,1,744.02,baseline,clean_baseline,0
2026-02-18 12:08:19,About,WiFi,502.72,502.72,400.3,,0,735.27,baseline,clean_baseline,0
2026-02-18 12:08:23,Homepage,4G,1944.82,2535.35,504.41,49.08,1,752.98,baseline,clean_baseline,0
2026-02-18 12:08:26,Products,4G,1928.86,2537.02,628.03,63.4,1,743.99,baseline,clean_baseline,0
2026-02-18 12:08:29,Homepage,4G,2064.32,2705.69,597.78,38.17,1,752.96,baseline,clean_baseline,0
2026-02-18 12:08:34,Products,4G,2177.94,2649.5,542.42,34.12,1,743.94,baseline,clean_baseline,0
2026-02-18 12:08:40,Homepage,WiFi,533.14,1067.88,458.75,2.48,1,753.0,baseline,clean_baseline,0
2026-02-18 12:08:43,Homepage,4G,1970.7,2724.22,665.76,41.87,1,752.93,baseline,clean_baseline,0
2026-02-18 12:08:46,Homepage,3G,8840.83,9309.88,870.31,200.55,1,753.02,baseline,clean_baseline,0
2026-02-18 12:08:49,Products,WiFi,625.37,1126.06,283.89,7.36,1,744.02,baseline,clean_baseline,0
2026-02-18 12:08:50,About,3G,8544.36,8544.36,763.55,,0,735.19,baseline,clean_baseline,0
2026-02-18 12:08:54,Homepage,4G,1801.28,2294.95,559.37,50.7,1,752.94,baseline,clean_baseline,0
2026-02-18 12:09:00,Homepage,WiFi,445.05,1034.95,472.76,6.58,1,753.02,baseline,clean_baseline,0
2026-02-18 12:09:01,Homepage,3G,8173.2,8729.99,856.12,187.65,1,753.1,baseline,clean_baseline,0
2026-02-18 12:09:05,Products,4G,2161.21,2696.87,420.15,46.68,1,743.92,baseline,clean_baseline,0
2026-02-18 12:09:09,Products,WiFi,677.44,1007.47,357.94,4.46,1,743.9,baseline,clean_baseline,0
2026-02-18 12:09:16,Homepage,WiFi,497.39,1033.76,350.29,9.4,1,753.05,baseline,clean_baseline,0
2026-02-18 12:09:21,Products,WiFi,263.84,892.36,423.21,7.62,1,744.03,baseline,clean_baseline,0
2026-02-18 12:09:27,Homepage,WiFi,761.05,1236.63,312.84,3.63,1,753.04,baseline,clean_baseline,0
2026-02-18 12:09:33,Homepage,4G,2272.95,2863.5,524.35,46.9,1,753.04,baseline,clean_baseline,0
2026-02-18 12:09:38,Products,3G,8640.84,9230.39,699.73,196.02,1,743.96,baseline,clean_baseline,0
2026-02-18 12:09:44,About,4G,1717.93,1717.93,496.54,,0,735.18,baseline,clean_baseline,0
2026-02-18 12:09:47,Products,WiFi,354.89,969.62,336.01,8.54,1,743.96,baseline,clean_baseline,0
2026-02-18 12:09:50,Homepage,WiFi,502.5,960.76,352.56,5.37,1,753.01,baseline,clean_baseline,0
2026-02-18 12:09:52,Products,WiFi,443.82,866.85,298.56,8.46,1,744.01,baseline,clean_baseline,0
2026-02-18 12:09:57,About,4G,2004.52,2004.52,526.8,,0,735.21,baseline,clean_baseline,0
2026-02-18 12:10:00,Homepage,WiFi,345.57,718.43,291.63,9.06,1,753.0,baseline,clean_baseline,0
2026-02-18 12:10:01,Products,4G,2062.23,2598.95,611.38,49.4,1,743.99,baseline,clean_baseline,0
2026-02-18 12:10:04,Homepage,3G,8294.77,8799.22,649.01,165.3,1,753.05,baseline,clean_baseline,0
2026-02-18 12:10:10,About,4G,1750.44,1750.44,455.4,,0,735.19,baseline,clean_baseline,0
2026-02-18 12:10:15,Homepage,WiFi,565.36,1241.58,411.68,7.48,1,753.02,baseline,clean_baseline,0
2026-02-18 12:10:18,About,WiFi,391.89,391.89,376.15,,0,735.23,baseline,clean_baseline,0
2026-02-18 12:10:22,Homepage,3G,8344.56,8914.09,831.89,195.16,1,753.07,baseline,clean_baseline,0
2026-02-18 12:10:24,Products,3G,8645.58,9191.32,825.46,179.95,1,744.01,baseline,clean_baseline,0
2026-02-18 12:10:25,Products,WiFi,438.63,1014.55,417.25,3.45,1,744.15,baseline,clean_baseline,0
2026-02-18 12:10:29,About,3G,8509.95,8509.95,911.97,,0,735.2,baseline,clean_baseline,0
2026-02-18 12:10:35,Products,3G,8993.88,9702.92,877.32,138.11,1,744.06,baseline,clean_baseline,0
2026-02-18 12:10:36,About,4G,2067.51,2067.51,604.67,,0,735.16,baseline,clean_baseline,0
2026-02-18 12:10:41,About,4G,2026.27,2026.27,538.98,,0,735.21,baseline,clean_baseline,0
2026-02-18 12:10:42,About,4G,2195.21,2195.21,434.09,,0,735.23,baseline,clean_baseline,0
2026-02-18 12:10:49,Homepage,WiFi,495.55,1097.42,277.02,2.17,1,753.03,baseline,clean_baseline,0
2026-02-18 12:10:55,Products,WiFi,340.95,876.65,383.74,9.34,1,743.99,baseline,clean_baseline,0
2026-02-18 12:11:01,About,3G,8573.35,8573.35,974.56,,0,735.22,baseline,clean_baseline,0
2026-02-18 12:11:02,Products,WiFi,473.72,882.94,363.45,7.78,1,743.92,baseline,clean_baseline,0
2026-02-18 12:11:08,Products,WiFi,535.43,1229.3,547.09,6.79,1,743.94,baseline,clean_baseline,0
2026-02-18 12:11:12,Products,4G,2214.45,2839.83,498.23,45.02,1,744.01,baseline,clean_baseline,0
2026-02-18 12:11:18,About,3G,8677.67,8677.67,716.18,,0,735.2,baseline,clean_baseline,0
2026-02-18 12:11:20,About,4G,2081.0,2081.0,526.35,,0,735.15,baseline,clean_baseline,0
2026-02-18 12:11:25,Homepage,3G,8791.13,9238.59,794.66,154.99,1,752.99,baseline,clean_baseline,0
2026-02-18 12:11:29,About,4G,1903.19,1903.19,613.71,,0,735.18,baseline,clean_baseline,0
2026-02-18 12:11:32,Homepage,WiFi,455.4,962.62,397.36,8.75,1,752.99,baseline,clean_baseline,0
2026-02-18 12:11:35,Products,3G,8306.87,8897.89,735.62,160.02,1,743.97,baseline,clean_baseline,0
2026-02-18 12:11:41,About,4G,2427.43,2427.43,435.74,,0,735.21,baseline,clean_baseline,0
2026-02-18 12:11:42,Products,3G,8418.01,8991.69,815.59,138.49,1,744.01,baseline,clean_baseline,0
2026-02-18 12:11:46,Homepage,4G,1918.38,2466.09,555.59,43.69,1,753.05,baseline,clean_baseline,0
2026-02-18 12:11:51,Products,3G,8131.07,8693.73,917.69,164.75,1,743.99,baseline,clean_baseline,0
2026-02-18 12:11:58,About,WiFi,456.59,456.59,422.44,,0,735.16,baseline,clean_baseline,0
2026-02-18 12:11:59,Products,3G,8961.83,9624.56,734.21,223.46,1,743.97,baseline,clean_baseline,0
2026-02-18 12:12:00,Products,WiFi,407.14,949.87,342.95,7.08,1,744.0,baseline,clean_baseline,0
2026-02-18 12:12:02,Homepage,3G,8692.29,9333.75,840.71,174.67,1,752.93,baseline,clean_baseline,0
2026-02-18 12:12:06,Homepage,3G,8652.61,9350.35,786.22,177.23,1,753.01,baseline,clean_baseline,0
2026-02-18 12:12:13,Products,4G,2091.18,2639.26,461.29,38.8,1,744.03,baseline,clean_baseline,0
2026-02-18 12:12:19,Homepage,WiFi,460.99,958.48,442.5,5.76,1,752.96,baseline,clean_baseline,0
2026-02-18 12:12:21,Homepage,3G,8558.59,9335.35,958.93,219.2,1,753.03,baseline,clean_baseline,0
2026-02-18 12:12:26,Homepage,4G,2012.68,2517.53,469.43,39.96,1,752.96,baseline,clean_baseline,0
2026-02-18 12:12:32,Homepage,3G,8437.03,8895.25,847.01,201.84,1,752.94,baseline,clean_baseline,0
2026-02-18 12:12:38,About,WiFi,465.83,465.83,385.04,,0,735.16,baseline,clean_baseline,0
2026-02-18 12:12:45,About,3G,9126.52,9126.52,960.76,,0,735.21,baseline,clean_baseline,0
2026-02-18 12:12:49,Products,4G,2037.92,2646.51,472.71,51.47,1,744.07,baseline,clean_baseline,0
2026-02-18 12:12:53,Homepage,WiFi,227.63,866.37,311.16,9.43,1,753.03,baseline,clean_baseline,0
2026-02-18 12:12:57,Homepage,4G,2054.28,2678.93,600.93,44.94,1,752.92,baseline,clean_baseline,0
2026-02-18 12:12:58,Homepage,WiFi,483.91,1022.06,250.35,6.35,1,752.98,baseline,clean_baseline,0
2026-02-18 12:13:05,Homepage,4G,1920.26,2483.39,537.62,42.56,1,753.02,baseline,clean_baseline,0
2026-02-18 12:13:09,Homepage,3G,8723.09,9277.06,687.12,184.99,1,753.02,baseline,clean_baseline,0
2026-02-18 12:13:15,Homepage,4G,1648.49,2263.81,421.57,44.94,1,753.01,baseline,clean_baseline,0
2026-02-18 12:13:21,Homepage,WiFi,464.54,993.68,426.5,7.97,1,753.05,baseline,clean_baseline,0
2026-02-18 12:13:28,About,3G,8892.31,8892.31,969.96,,0,735.22,baseline,clean_baseline,0
2026-02-18 12:13:30,About,4G,1841.66,1841.66,580.43,,0,735.23,baseline,clean_baseline,0
2026-02-18 12:13:37,Homepage,WiFi,414.87,875.48,364.15,7.11,1,753.04,baseline,clean_baseline,0
2026-02-18 12:13:42,Products,3G,8803.65,9327.78,912.08,189.39,1,744.0,baseline,clean_baseline,0
2026-02-18 12:13:48,Homepage,4G,1837.88,2303.11,504.76,52.03,1,753.0,baseline,clean_baseline,0
2026-02-18 12:13:55,Products,3G,8372.43,8883.97,676.6,162.63,1,744.0,baseline,clean_baseline,0
2026-02-18 12:13:58,Products,3G,8539.61,9137.13,880.82,198.44,1,743.99,baseline,clean_baseline,0
2026-02-18 12:13:59,About,WiFi,436.97,436.97,368.19,,0,735.23,baseline,clean_baseline,0
2026-02-18 12:14:01,About,3G,8350.76,8350.76,919.01,,0,735.17,baseline,clean_baseline,0
2026-02-18 12:14:06,Products,3G,9053.13,9582.23,952.17,188.14,1,744.01,baseline,clean_baseline,0
2026-02-18 12:14:13,Homepage,3G,8607.31,9095.69,881.2,173.76,1,753.04,baseline,clean_baseline,0
2026-02-18 12:14:19,Products,WiFi,376.68,1071.39,305.49,8.46,1,743.91,baseline,clean_baseline,0
2026-02-18 12:14:22,Products,3G,8293.48,8853.62,925.24,175.86,1,744.07,baseline,clean_baseline,0
2026-02-18 12:14:24,Products,4G,1638.58,2098.07,556.0,46.6,1,743.95,baseline,clean_baseline,0
2026-02-18 12:14:29,Homepage,3G,8956.13,9479.49,789.51,141.88,1,752.94,baseline,clean_baseline,0
2026-02-18 12:14:30,About,4G,1895.31,1895.31,446.94,,0,735.21,baseline,clean_baseline,0
2026-02-18 12:14:32,About,4G,1806.37,1806.37,506.73,,0,735.23,baseline,clean_baseline,0
2026-02-18 12:14:39,Products,WiFi,592.35,1144.94,370.9,4.68,1,744.03,baseline,clean_baseline,0
2026-02-18 12:14:45,About,4G,1915.43,1915.43,566.13,,0,735.18,baseline,clean_baseline,0
2026-02-18 12:14:49,Homepage,WiFi,581.18,887.37,418.63,9.38,1,752.85,baseline,clean_baseline,0
2026-02-18 12:14:52,Homepage,3G,8956.34,9609.03,831.44,163.13,1,752.93,baseline,clean_baseline,0
2026-02-18 12:14:53,Homepage,WiFi,289.42,792.77,459.03,4.62,1,753.0,baseline,clean_baseline,0
2026-02-18 12:14:59,Products,WiFi,623.95,1104.89,431.27,6.19,1,743.91,baseline,clean_baseline,0
2026-02-18 12:15:04,About,3G,9023.38,9023.38,738.49,,0,735.25,baseline,clean_baseline,0
2026-02-18 12:15:07,Homepage,3G,8409.52,8969.0,799.05,159.51,1,752.96,baseline,clean_baseline,0
2026-02-18 12:15:11,About,WiFi,372.65,372.65,227.37,,0,735.19,baseline,clean_baseline,0
2026-02-18 12:15:12,Products,4G,1864.61,2469.69,485.45,61.01,1,743.96,baseline,clean_baseline,0
2026-02-18 12:15:13,Homepage,3G,8761.34,9208.89,700.12,189.31,1,752.97,baseline,clean_baseline,0
2026-02-18 12:15:17,Homepage,3G,8399.33,8885.28,834.23,188.29,1,752.97,baseline,clean_baseline,0
2026-02-18 12:15:21,Products,3G,8632.28,9206.12,838.75,194.7,1,743.96,baseline,clean_baseline,0
2026-02-18 12:15:22,Products,WiFi,468.34,1026.72,435.76,6.39,1,743.99,baseline,clean_baseline,0
2026-02-18 12:15:28,About,4G,2305.39,2305.39,459.58,,0,735.22,baseline,clean_baseline,0
2026-02-18 12:15:29,About,4G,2039.11,2039.11,634.5,,0,735.21,baseline,clean_baseline,0
2026-02-18 12:15:31,Products,4G,2030.71,2559.97,506.37,42.98,1,744.0,baseline,clean_baseline,0
2026-02-18 12:15:32,Homepage,3G,8749.6,9338.67,790.95,157.8,1,752.96,baseline,clean_baseline,0
2026-02-18 12:15:38,Products,WiFi,585.44,1166.8,396.22,7.18,1,744.05,baseline,clean_baseline,0
2026-02-18 12:15:44,Products,4G,1983.52,2523.59,508.15,41.38,1,744.11,baseline,clean_baseline,0
2026-02-18 12:15:45,About,4G,2078.12,2078.12,555.11,,0,735.16,baseline,clean_baseline,0
2026-02-18 12:15:52,Products,4G,1983.04,2469.24,473.34,50.01,1,744.06,baseline,clean_baseline,0
2026-02-18 12:15:58,About,4G,2319.89,2319.89,579.53,,0,735.2,baseline,clean_baseline,0
2026-02-18 12:16:05,Products,WiFi,539.12,1127.24,378.03,8.16,1,743.97,baseline,clean_baseline,0
2026-02-18 12:16:07,Homepage,4G,2002.64,2482.63,492.6,44.44,1,753.01,baseline,clean_baseline,0
2026-02-18 12:16:11,Products,3G,8841.29,9522.11,625.83,175.44,1,744.01,baseline,clean_baseline,0
2026-02-18 12:16:17,Products,4G,1911.18,2577.49,579.57,45.91,1,743.98,baseline,clean_baseline,0
2026-02-18 12:16:22,Products,WiFi,639.59,1242.39,310.44,8.85,1,744.01,baseline,clean_baseline,0
2026-02-18 12:16:23,About,4G,2344.96,2344.96,494.19,,0,735.16,baseline,clean_baseline,0
2026-02-18 12:16:29,Homepage,3G,8865.11,9491.8,904.81,162.54,1,753.01,baseline,clean_baseline,0
2026-02-18 12:16:36,Homepage,4G,1779.55,2432.03,609.54,47.93,1,753.14,baseline,clean_baseline,0
2026-02-18 12:16:43,About,WiFi,302.77,302.77,337.81,,0,735.17,baseline,clean_baseline,0
2026-02-18 12:16:49,Products,4G,1739.54,2311.73,643.34,48.04,1,744.01,baseline,clean_baseline,0
2026-02-18 12:16:51,Homepage,4G,2173.62,2742.83,538.06,43.43,1,753.03,baseline,clean_baseline,0
2026-02-18 12:16:57,About,4G,1746.76,1746.76,421.34,,0,735.19,baseline,clean_baseline,0
2026-02-18 12:16:58,Products,3G,8556.59,8890.99,744.25,186.08,1,744.0,baseline,clean_baseline,0
