Timestamp,Page_Name,Network_Type,Page_Load_Time_ms,LCP_ms,API_Latency_ms,Total_Page_Size_KB,Scenario,Commit_ID,Is_Regression
2026-02-18 09:54:01,Homepage,3G,8951.8,660,135.7,753.36,client_cpu_block,bad_use_effect,1
2026-02-18 09:54:03,Homepage,4G,2244.1,304,0,750.79,client_cpu_block,bad_use_effect,1
2026-02-18 09:54:05,About,4G,1683.1,252,0,735.08,client_cpu_block,bad_use_effect,1
2026-02-18 09:54:14,About,3G,8407.1,696,0,735.07,client_cpu_block,bad_use_effect,1
2026-02-18 09:54:15,Homepage,WiFi,314.1,144,0,753.36,client_cpu_block,bad_use_effect,1
2026-02-18 09:54:18,Homepage,4G,2293.9,324,50.1,753.36,client_cpu_block,bad_use_effect,1
2026-02-18 09:54:19,About,WiFi,261.9,108,0,735.07,client_cpu_block,bad_use_effect,1
2026-02-18 09:54:20,Products,WiFi,290.8,104,8.1,743.85,client_cpu_block,bad_use_effect,1
2026-02-18 09:54:23,Homepage,4G,2262.1,308,42.2,753.36,client_cpu_block,bad_use_effect,1
2026-02-18 09:54:24,About,WiFi,262.1,124,0,735.07,client_cpu_block,bad_use_effect,1
2026-02-18 09:54:33,Products,3G,8526.4,680,172.4,743.83,client_cpu_block,bad_use_effect,1
2026-02-18 09:54:35,About,4G,1688.4,272,0,735.08,client_cpu_block,bad_use_effect,1
2026-02-18 09:54:37,About,4G,1678,264,0,735.07,client_cpu_block,bad_use_effect,1
2026-02-18 09:54:38,Products,WiFi,273.6,88,9,743.84,client_cpu_block,bad_use_effect,1
2026-02-18 09:54:41,Homepage,4G,2294,308,38.1,753.36,client_cpu_block,bad_use_effect,1
2026-02-18 09:54:42,Homepage,WiFi,458.2,200,0,753.36,client_cpu_block,bad_use_effect,1
2026-02-18 09:54:43,Homepage,WiFi,332.9,164,0,753.37,client_cpu_block,bad_use_effect,1
2026-02-18 09:54:44,Homepage,WiFi,366.3,176,0,753.36,client_cpu_block,bad_use_effect,1
2026-02-18 09:54:54,Homepage,3G,8941.6,672,127.4,753.37,client_cpu_block,bad_use_effect,1
2026-02-18 09:55:03,Products,3G,8523,668,163.8,743.85,client_cpu_block,bad_use_effect,1
2026-02-18 09:55:05,About,4G,1683.6,276,0,735.07,client_cpu_block,bad_use_effect,1
2026-02-18 09:55:08,Homepage,4G,2282.9,316,44.6,753.37,client_cpu_block,bad_use_effect,1
2026-02-18 09:55:11,Products,4G,1708.5,268,51,743.83,client_cpu_block,bad_use_effect,1
2026-02-18 09:55:13,Homepage,4G,2270.9,320,0,750.8,client_cpu_block,bad_use_effect,1
2026-02-18 09:55:22,Products,3G,8522.9,676,165,743.83,client_cpu_block,bad_use_effect,1
2026-02-18 09:55:25,Homepage,4G,2293.4,320,35,753.36,client_cpu_block,bad_use_effect,1
2026-02-18 09:55:26,Products,WiFi,381.6,96,8.1,743.84,client_cpu_block,bad_use_effect,1
2026-02-18 09:55:27,Products,WiFi,267,100,9.3,743.83,client_cpu_block,bad_use_effect,1
2026-02-18 09:55:36,About,3G,8393.9,660,0,735.06,client_cpu_block,bad_use_effect,1
2026-02-18 09:55:38,Products,4G,1708.2,272,37.3,743.84,client_cpu_block,bad_use_effect,1
2026-02-18 09:55:39,Homepage,WiFi,300.8,144,0,753.37,client_cpu_block,bad_use_effect,1
2026-02-18 09:55:42,Products,4G,1720.1,272,53.2,743.85,client_cpu_block,bad_use_effect,1
2026-02-18 09:55:44,Products,4G,1689.2,256,45.3,743.84,client_cpu_block,bad_use_effect,1
2026-02-18 09:55:53,Products,3G,8499.3,660,190.8,743.84,client_cpu_block,bad_use_effect,1
2026-02-18 09:55:54,About,WiFi,305.5,140,0,735.07,client_cpu_block,bad_use_effect,1
