Timestamp,Page_Name,Network_Type,Page_Load_Time_ms,LCP_ms,API_Latency_ms,Total_Page_Size_KB,Scenario,Commit_ID,Is_Regression
2026-02-18 10:03:17,Homepage,4G,2141.1,2020,35.8,810.63,payload_bloat,large_json_import,1
2026-02-18 10:03:18,Homepage,WiFi,494.5,596,18.6,810.63,payload_bloat,large_json_import,1
2026-02-18 10:03:21,Homepage,4G,1925.7,1996,42,810.63,payload_bloat,large_json_import,1
2026-02-18 10:03:30,Products,3G,7521.7,7784,0,700.19,payload_bloat,large_json_import,1
2026-02-18 10:03:39,Products,3G,7504.4,7760,0,699.56,payload_bloat,large_json_import,1
2026-02-18 10:03:42,Homepage,4G,2120.9,2004,34.8,810.62,payload_bloat,large_json_import,1
2026-02-18 10:03:52,About,3G,9166.1,8464,0,793.9,payload_bloat,large_json_import,1
2026-02-18 10:03:54,Homepage,4G,2122.3,1992,34.8,810.63,payload_bloat,large_json_import,1
2026-02-18 10:03:56,About,WiFi,491.4,580,0,793.9,payload_bloat,large_json_import,1
2026-02-18 10:03:56,About,WiFi,279.3,384,0,793.91,payload_bloat,large_json_import,1
2026-02-18 10:04:06,About,3G,9365.4,8652,0,793.9,payload_bloat,large_json_import,1
2026-02-18 10:04:16,About,3G,9385.6,8656,0,793.9,payload_bloat,large_json_import,1
2026-02-18 10:04:26,About,3G,9512.5,8788,0,793.9,payload_bloat,large_json_import,1
2026-02-18 10:04:29,Homepage,4G,2135.5,2012,30.4,810.63,payload_bloat,large_json_import,1
2026-02-18 10:04:32,Products,4G,1704.6,1844,0,699.56,payload_bloat,large_json_import,1
2026-02-18 10:04:42,Homepage,3G,9500.7,8792,178,810.63,payload_bloat,large_json_import,1
2026-02-18 10:04:51,Products,3G,7477.4,7720,0,700.19,payload_bloat,large_json_import,1
2026-02-18 10:04:54,About,4G,2117.4,1992,0,793.9,payload_bloat,large_json_import,1
2026-02-18 10:04:55,Homepage,WiFi,435.7,532,23.8,810.62,payload_bloat,large_json_import,1
2026-02-18 10:05:05,About,3G,9437.5,8704,0,793.9,payload_bloat,large_json_import,1
2026-02-18 10:05:06,Products,WiFi,430.5,544,0,699.56,payload_bloat,large_json_import,1
2026-02-18 10:05:08,Products,4G,1712.8,1864,0,699.56,payload_bloat,large_json_import,1
2026-02-18 10:05:10,Homepage,WiFi,442.1,584,63.9,810.62,payload_bloat,large_json_import,1
2026-02-18 10:05:11,Homepage,WiFi,436.3,536,19.4,810.63,payload_bloat,large_json_import,1
2026-02-18 10:05:12,Products,WiFi,438.8,552,0,699.56,payload_bloat,large_json_import,1
2026-02-18 10:05:14,Homepage,4G,2102.1,1988,36.5,810.63,payload_bloat,large_json_import,1
2026-02-18 10:05:25,About,3G,9406.8,8708,0,793.9,payload_bloat,large_json_import,1
2026-02-18 10:05:27,Products,4G,1683.1,1836,0,699.56,payload_bloat,large_json_import,1
2026-02-18 10:05:37,Homepage,3G,8739.7,8816,184.7,810.63,payload_bloat,large_json_import,1
2026-02-18 10:05:47,Homepage,3G,9509.1,8796,189.7,810.63,payload_bloat,large_json_import,1
2026-02-18 10:05:57,About,3G,9396.4,8688,0,793.9,payload_bloat,large_json_import,1
2026-02-18 10:06:07,About,3G,9349.6,8640,0,793.9,payload_bloat,large_json_import,1
2026-02-18 10:06:16,Products,3G,7491.5,7716,0,700.19,payload_bloat,large_json_import,1
2026-02-18 10:06:17,Homepage,WiFi,465.1,572,21.6,810.62,payload_bloat,large_json_import,1
2026-02-18 10:06:27,Homepage,3G,9491.1,8772,184.7,810.63,payload_bloat,large_json_import,1
2026-02-18 10:06:29,About,WiFi,478.2,560,0,793.9,payload_bloat,large_json_import,1
2026-02-18 10:06:30,About,WiFi,527.7,616,0,793.9,payload_bloat,large_json_import,1
2026-02-18 10:06:31,About,WiFi,567,656,0,793.9,payload_bloat,large_json_import,1
2026-02-18 10:06:34,Homepage,4G,2088.5,1964,34.3,810.64,payload_bloat,large_json_import,1
2026-02-18 10:06:44,Homepage,3G,9505.4,8800,171.1,810.63,payload_bloat,large_json_import,1
2026-02-18 10:06:54,Homepage,3G,9484.3,8764,195.5,810.63,payload_bloat,large_json_import,1
