Timestamp,Page_Name,Network_Type,Page_Load_Time_ms,LCP_ms,API_Latency_ms,Total_Page_Size_KB
2026-02-17 21:01:05,Homepage,3G,8891.3,716,140.5,752.84
2026-02-17 21:01:06,Homepage,WiFi,489.9,224,14.9,752.86
2026-02-17 21:01:08,Products,4G,1819.7,352,45.5,743.81
2026-02-17 21:01:09,About,WiFi,459.9,212,0,735.04
2026-02-17 21:01:12,About,4G,1795.7,356,0,735.05
2026-02-17 21:01:15,Products,4G,1800.9,356,38.6,743.8
2026-02-17 21:01:16,Homepage,WiFi,528.5,204,18,752.84
2026-02-17 21:01:17,About,WiFi,419.7,188,0,735.04
2026-02-17 21:01:18,About,WiFi,608.1,200,0,735.04
2026-02-17 21:01:28,About,3G,8726.5,704,0,735.04
2026-02-17 21:01:30,Products,4G,1865.9,384,39.2,743.82
2026-02-17 21:01:33,Products,4G,1817.8,352,52,743.81
2026-02-17 21:01:35,Homepage,4G,1846.6,420,51.7,752.86
2026-02-17 21:01:44,About,3G,8400.4,668,0,735.05
2026-02-17 21:01:45,About,WiFi,346.3,136,0,735.04
2026-02-17 21:01:46,Products,WiFi,300,112,10,743.82
2026-02-17 21:01:55,About,3G,8444.4,700,0,735.04
2026-02-17 21:01:58,About,4G,1731.7,276,0,735.05
2026-02-17 21:02:00,Homepage,4G,1767.6,284,34,752.84
2026-02-17 21:02:01,Homepage,WiFi,326.1,124,14.1,752.85
2026-02-17 21:02:02,Products,WiFi,338.6,116,10.8,743.81
2026-02-17 21:02:05,Products,4G,1762.6,296,39,743.82
2026-02-17 21:02:06,About,WiFi,278.8,120,0,735.03
2026-02-17 21:02:15,About,3G,8731.4,692,0,735.04
2026-02-17 21:02:25,Products,3G,8781,688,147.3,743.8
2026-02-17 21:02:26,Homepage,WiFi,524.1,216,21.6,752.85
2026-02-17 21:02:28,Products,4G,1822.2,368,42.1,743.81
2026-02-17 21:02:38,Products,3G,8788.3,668,137,743.82
2026-02-17 21:02:48,Homepage,3G,8877.5,704,146.6,752.85
2026-02-17 21:02:50,About,4G,1888.2,336,0,735.04
2026-02-17 21:03:00,Homepage,3G,8900.7,688,140.8,752.85
2026-02-17 21:03:10,Homepage,3G,8848,688,136.6,752.85
2026-02-17 21:03:12,Homepage,4G,1855.3,336,41.1,752.87
2026-02-17 21:03:15,Homepage,4G,1838.8,368,47.4,752.84
2026-02-17 21:03:16,About,WiFi,495.5,220,0,735.04
2026-02-17 21:03:17,Homepage,WiFi,433.3,200,19.7,752.86
2026-02-17 21:03:27,Products,3G,8804.9,696,143.2,743.82
2026-02-17 21:03:29,Products,4G,1891.6,372,44.3,743.82
2026-02-17 21:03:32,Products,4G,1847.5,352,39.7,743.82
2026-02-17 21:03:33,Products,WiFi,464.6,204,21.4,743.82
2026-02-17 21:03:36,About,4G,1873.6,364,0,735.04
2026-02-17 21:03:37,Products,WiFi,512.7,196,18.7,743.81
2026-02-17 21:03:40,Homepage,4G,1840.4,384,31.9,752.85
2026-02-17 21:03:50,Products,3G,8946.6,808,163.2,743.82
2026-02-17 21:03:59,Homepage,3G,8813.6,716,149.8,752.86
2026-02-17 21:04:02,Homepage,4G,1844.1,348,31.8,752.85
2026-02-17 21:04:03,Homepage,WiFi,488,208,28.7,752.85
2026-02-17 21:04:12,About,3G,8651.5,696,0,735.04
2026-02-17 21:04:22,About,3G,8607.5,684,0,735.04
2026-02-17 21:04:24,Products,4G,1837.1,384,36.1,743.82
2026-02-17 21:04:34,Homepage,3G,8850.7,664,136.7,752.85
2026-02-17 21:04:35,Homepage,WiFi,497.2,208,22.2,752.86
2026-02-17 21:04:44,About,3G,8666.6,684,0,735.05
2026-02-17 21:04:47,About,4G,1804.5,356,0,735.03
2026-02-17 21:04:56,About,3G,8645,700,0,735.03
2026-02-17 21:05:06,About,3G,8637.2,684,0,735.04
2026-02-17 21:05:08,About,4G,1822.4,368,0,735.05
2026-02-17 21:05:09,Products,WiFi,545.7,200,18.2,743.82
2026-02-17 21:05:10,Products,WiFi,434.7,188,16.5,743.82
2026-02-17 21:05:20,Homepage,3G,8849.2,672,147.2,752.86
2026-02-17 21:05:30,Products,3G,8745.6,676,150.9,743.81
2026-02-17 21:05:31,Products,WiFi,473.4,220,14.2,743.81
2026-02-17 21:05:33,About,4G,1796.9,360,0,735.04
2026-02-17 21:05:36,About,4G,1861.4,356,0,735.05
2026-02-17 21:05:39,Homepage,4G,1884.1,368,42.8,752.85
2026-02-17 21:05:41,Homepage,4G,1852.2,352,51.4,752.85
2026-02-17 21:05:51,Products,3G,8797.7,676,148,743.82
2026-02-17 21:05:53,Products,4G,1869.9,364,44.6,743.82
2026-02-17 21:05:56,Products,4G,1822.7,352,32.7,743.82
2026-02-17 21:05:57,Homepage,WiFi,445,208,18.6,752.85
2026-02-17 21:06:07,Homepage,3G,8903.8,716,157.7,752.85
2026-02-17 21:06:17,Homepage,3G,8848,672,134.9,752.85
2026-02-17 21:06:19,Products,4G,1833.1,336,42.8,743.81
2026-02-17 21:06:29,About,3G,8722,696,0,735.05
2026-02-17 21:06:30,About,WiFi,446.5,212,0,735.04
2026-02-17 21:06:39,About,3G,8705.2,692,0,735.05
2026-02-17 21:06:42,Products,4G,1826.5,360,37.3,743.81
2026-02-17 21:06:44,Products,4G,1849.8,368,32.7,743.82
2026-02-17 21:06:54,Products,3G,8764.8,712,140.3,743.81
2026-02-17 21:06:55,Homepage,WiFi,462.8,200,19.3,752.84
2026-02-17 21:06:58,Homepage,4G,1840.2,352,48.1,752.85
2026-02-17 21:06:59,Products,WiFi,450.9,192,15,743.82
2026-02-17 21:07:01,Products,4G,1828.4,356,46.2,743.81
2026-02-17 21:07:04,Homepage,4G,1884.2,360,35.5,752.86
2026-02-17 21:07:06,About,4G,1822.6,360,0,735.05
2026-02-17 21:07:09,Products,4G,1849.5,352,67.6,743.82
2026-02-17 21:07:19,Products,3G,8793.1,672,139.6,743.82
2026-02-17 21:07:28,Homepage,3G,8651.8,704,164.2,752.85
2026-02-17 21:07:38,Products,3G,8777.3,688,141.8,743.8
2026-02-17 21:07:47,Products,3G,8784.8,672,147.3,743.81
2026-02-17 21:07:50,About,4G,1857.3,384,0,735.05
2026-02-17 21:07:52,Homepage,4G,1833.7,352,37.4,752.85
2026-02-17 21:08:02,Products,3G,8788.9,688,141,743.81
2026-02-17 21:08:05,Homepage,4G,1857.4,360,39.4,752.85
2026-02-17 21:08:06,Homepage,WiFi,492,208,19.5,752.85
2026-02-17 21:08:15,About,3G,8664.3,676,0,735.06
2026-02-17 21:08:25,Products,3G,8785.3,684,138.5,743.82
2026-02-17 21:08:34,Products,3G,8764.9,668,142.1,743.81
2026-02-17 21:08:35,About,WiFi,454.5,196,0,735.04
2026-02-17 21:08:45,Homepage,3G,8862.6,700,162.1,752.85
2026-02-17 21:08:55,Homepage,3G,8803.5,704,153.6,752.85
2026-02-17 21:08:56,Homepage,WiFi,459.7,236,18.6,752.86
2026-02-17 21:08:58,About,4G,1832.8,380,0,735.04
2026-02-17 21:09:01,Products,4G,1835,348,38.7,743.82
2026-02-17 21:09:04,Products,4G,1820.1,328,44.6,743.82
2026-02-17 21:09:06,Products,4G,1826,356,42.6,743.82
2026-02-17 21:09:16,Homepage,3G,8826.8,676,130.7,752.85
2026-02-17 21:09:25,Products,3G,8778.8,668,139.1,743.82
2026-02-17 21:09:26,Homepage,WiFi,442.6,220,14.8,752.85
2026-02-17 21:09:29,Homepage,4G,1836.6,352,43.3,752.86
2026-02-17 21:09:30,Products,WiFi,444.1,196,16.7,743.81
2026-02-17 21:09:40,Products,3G,8759.7,668,151.9,743.81
2026-02-17 21:09:41,About,WiFi,465.1,208,0,735.05
2026-02-17 21:09:50,About,3G,8687.6,700,0,735.04
2026-02-17 21:09:53,About,4G,1866.7,340,0,735.05
2026-02-17 21:09:54,About,WiFi,511.4,216,0,735.05
2026-02-17 21:10:04,Products,3G,8766.5,696,166.8,743.82
2026-02-17 21:10:13,Homepage,3G,8832.2,684,134.6,752.84
2026-02-17 21:10:23,Products,3G,8784.9,684,147.9,743.81
2026-02-17 21:10:24,Products,WiFi,546.2,212,19.3,743.82
2026-02-17 21:10:27,About,4G,1794.6,376,0,735.04
2026-02-17 21:10:29,Products,4G,1834.8,328,40.3,743.82
2026-02-17 21:10:39,Homepage,3G,8915.2,708,137.7,752.85
2026-02-17 21:10:41,Products,4G,1870.2,348,48.6,743.82
2026-02-17 21:10:44,Products,4G,1838.5,336,39.8,743.82
2026-02-17 21:10:45,Products,WiFi,431.9,184,17.2,743.82
2026-02-17 21:10:46,Homepage,WiFi,438.1,200,17.8,752.85
2026-02-17 21:10:47,About,WiFi,456.7,204,0,735.05
2026-02-17 21:10:50,Products,4G,1841.1,336,44.6,743.81
2026-02-17 21:10:53,Homepage,4G,1837.2,344,45.6,752.85
2026-02-17 21:10:55,Homepage,4G,1871.7,396,44.1,752.86
2026-02-17 21:10:58,Homepage,4G,1840.8,372,48.5,752.85
2026-02-17 21:11:07,Products,3G,8762.2,668,131.6,743.81
2026-02-17 21:11:09,About,WiFi,493,212,0,735.03
2026-02-17 21:11:10,Products,WiFi,411.6,200,18,743.82
2026-02-17 21:11:19,About,3G,8669.8,672,0,735.05
2026-02-17 21:11:20,Products,WiFi,502.2,192,17.2,743.8
2026-02-17 21:11:30,Products,3G,8718.7,684,148.2,743.81
2026-02-17 21:11:39,About,3G,8682,668,0,735.04
2026-02-17 21:11:40,About,WiFi,512.2,196,0,735.04
2026-02-17 21:11:43,Homepage,4G,1899.4,352,43.3,752.86
2026-02-17 21:11:52,About,3G,8693,696,0,735.05
2026-02-17 21:12:02,About,3G,8650.2,672,0,735.05
2026-02-17 21:12:03,About,WiFi,462.5,188,0,735.05
2026-02-17 21:12:12,Products,3G,8759.3,652,132.8,743.81
2026-02-17 21:12:22,About,3G,8692.9,708,0,735.04
2026-02-17 21:12:31,Homepage,3G,8859.8,708,149.8,752.85
2026-02-17 21:12:34,About,4G,1800,360,0,735.05
2026-02-17 21:12:43,About,3G,8684.7,712,0,735.04
2026-02-17 21:12:46,Homepage,4G,1832.9,360,32.3,752.86
2026-02-17 21:12:48,Homepage,4G,1828.5,348,52.2,752.86
2026-02-17 21:12:51,About,4G,1809.1,360,0,735.04
2026-02-17 21:12:52,Homepage,WiFi,436.5,200,17.4,752.85
2026-02-17 21:12:53,Products,WiFi,432.8,180,20.7,743.81
2026-02-17 21:12:54,Homepage,WiFi,457.2,204,17.6,752.85
2026-02-17 21:12:57,About,4G,1836.8,340,0,735.05
2026-02-17 21:12:58,About,WiFi,448.6,196,0,735.05
2026-02-17 21:12:59,Products,WiFi,466,208,19.6,743.82
2026-02-17 21:13:00,About,WiFi,426.3,196,0,735.05
2026-02-17 21:13:10,Homepage,3G,8873,736,160,752.84
2026-02-17 21:13:20,Homepage,3G,8870.7,676,142.7,752.85
2026-02-17 21:13:22,Products,4G,1876.2,364,36.9,743.82
2026-02-17 21:13:31,About,3G,8681.7,692,0,735.05
2026-02-17 21:13:34,About,4G,1806.5,336,0,735.04
2026-02-17 21:13:36,About,4G,1797,328,0,735.05
2026-02-17 21:13:38,Homepage,WiFi,461.6,228,18.2,752.85
2026-02-17 21:13:47,Homepage,3G,8843,672,135.4,752.85
2026-02-17 21:13:50,About,4G,1802.9,360,0,735.04
2026-02-17 21:13:59,Homepage,3G,8849.7,724,150,752.85
2026-02-17 21:14:01,About,WiFi,452.6,216,0,735.05
2026-02-17 21:14:10,Products,3G,8792.8,672,138.9,743.82
2026-02-17 21:14:13,Products,4G,1811.1,316,30.6,743.82
2026-02-17 21:14:22,About,3G,8663.8,680,0,735.04
2026-02-17 21:14:23,Homepage,WiFi,514.6,212,18.2,752.84
2026-02-17 21:14:33,Homepage,3G,8855.2,676,145.9,752.85
2026-02-17 21:14:34,About,WiFi,473.8,212,0,735.04
2026-02-17 21:14:37,Products,4G,1826,356,40.3,743.82
2026-02-17 21:14:39,About,4G,1807,356,0,735.05
2026-02-17 21:14:49,Products,3G,8768.4,664,143.7,743.83
2026-02-17 21:14:58,Products,3G,8804.8,700,133.6,743.82
2026-02-17 21:15:01,Products,4G,1861.5,404,54.9,743.81
2026-02-17 21:15:02,Products,WiFi,487.5,188,17.5,743.82
2026-02-17 21:15:12,Products,3G,8867.1,692,174.3,743.82
2026-02-17 21:15:14,Products,4G,1860.6,360,41.5,743.82
2026-02-17 21:15:17,Products,4G,1824.9,328,32,743.81
2026-02-17 21:15:26,Homepage,3G,8595.4,700,149.8,752.84
2026-02-17 21:15:27,Homepage,WiFi,292.2,120,10.8,752.85
2026-02-17 21:15:36,About,3G,8409,668,0,735.04
2026-02-17 21:15:45,Homepage,3G,8596.1,680,157.9,752.85
2026-02-17 21:15:55,Products,3G,8520.4,664,184.4,743.81
2026-02-17 21:15:56,Products,WiFi,321.2,104,12.2,743.82
2026-02-17 21:16:05,Homepage,3G,8597.6,676,175.7,752.84
2026-02-17 21:16:07,Homepage,4G,1770.5,280,39.8,752.85
2026-02-17 21:16:10,Homepage,4G,1757.9,280,36.3,752.84
2026-02-17 21:16:11,Homepage,WiFi,273.7,124,10.3,752.85
2026-02-17 21:16:20,Products,3G,8531.2,688,158.4,743.81
2026-02-17 21:16:29,Products,3G,8601.9,680,165.4,743.81
2026-02-17 21:16:38,Products,3G,8546.2,700,166.9,743.8
2026-02-17 21:16:39,Homepage,WiFi,305.1,132,10.5,752.86
2026-02-17 21:16:40,About,WiFi,306.2,140,0,735.04
2026-02-17 21:16:43,Products,4G,1747.9,276,42.8,743.81
2026-02-17 21:16:43,Products,WiFi,284.9,124,10.3,743.8
2026-02-17 21:16:44,Products,WiFi,272.1,116,10.9,743.81
2026-02-17 21:16:47,Homepage,4G,1757.5,284,40.1,752.84
2026-02-17 21:16:49,About,4G,1734.8,272,0,735.04
2026-02-17 21:16:52,About,4G,1737.2,312,0,735.03
2026-02-17 21:16:54,Products,4G,1753.8,272,44,743.8
2026-02-17 21:16:55,Homepage,WiFi,280.4,116,9.8,752.84
2026-02-17 21:17:04,About,3G,8409.7,676,0,735.04
2026-02-17 21:17:13,Products,3G,8579.6,688,160.7,743.81
2026-02-17 21:17:16,Products,4G,1743.9,260,47.2,743.81
2026-02-17 21:17:18,About,4G,1728.5,280,0,735.04
2026-02-17 21:17:20,About,4G,1721.4,268,0,735.04
2026-02-17 21:17:21,Products,WiFi,326.1,120,9.8,743.81
2026-02-17 21:17:24,Products,4G,1747.9,280,50.8,743.81
2026-02-17 21:17:33,Homepage,3G,8619.5,680,176.8,752.85
2026-02-17 21:17:34,Homepage,WiFi,304.4,120,12.1,752.85
2026-02-17 21:17:36,About,4G,1772.8,272,0,735.04
2026-02-17 21:17:46,Products,3G,8888.2,720,438.2,743.8
2026-02-17 21:17:55,Products,3G,8546.5,688,168.3,743.81
2026-02-17 21:18:04,About,3G,8451.5,692,0,735.03
2026-02-17 21:18:14,Homepage,3G,8576.1,684,158,752.84
2026-02-17 21:18:16,Products,4G,1756.3,276,32,743.81
2026-02-17 21:18:18,Products,4G,1747.1,276,40.1,743.81
2026-02-17 21:18:21,About,4G,1716.5,276,0,735.04
2026-02-17 21:18:30,Homepage,3G,8633,708,155,752.85
2026-02-17 21:18:32,About,4G,1733.7,284,0,735.04
2026-02-17 21:18:33,Homepage,WiFi,312.8,144,11.6,752.85
2026-02-17 21:18:36,About,4G,1744,288,0,735.04
2026-02-17 21:18:45,Homepage,3G,8633.4,696,169.8,752.85
2026-02-17 21:18:54,Homepage,3G,8616.1,680,162.6,752.85
2026-02-17 21:18:55,About,WiFi,326,136,0,735.04
2026-02-17 21:19:04,Homepage,3G,8622.9,696,155.6,752.84
2026-02-17 21:19:13,Products,3G,8529.1,672,159.6,743.82
2026-02-17 21:19:14,About,WiFi,283.2,124,0,735.04
2026-02-17 21:19:24,Homepage,3G,8632.9,684,157.9,752.85
2026-02-17 21:19:25,About,WiFi,289.8,132,0,735.04
2026-02-17 21:19:26,Products,WiFi,309.9,120,12.8,743.82
2026-02-17 21:19:28,Products,4G,1758.7,288,43.4,743.81
2026-02-17 21:19:37,About,3G,8457.6,684,0,735.04
2026-02-17 21:19:39,About,4G,1734.5,284,0,735.05
2026-02-17 21:19:42,Homepage,4G,1766.3,280,33.5,752.85
2026-02-17 21:19:44,About,4G,1747.2,280,0,735.05
2026-02-17 21:19:53,About,3G,8414.5,684,0,735.04
2026-02-17 21:19:56,Products,4G,1744.1,280,40.2,743.81
2026-02-17 21:20:05,Products,3G,8536.2,704,168.9,743.82
2026-02-17 21:20:14,Products,3G,8538.6,672,159,743.8
2026-02-17 21:20:23,About,3G,8424.3,696,0,735.04
2026-02-17 21:20:26,Homepage,4G,1774.9,272,37.2,752.85
2026-02-17 21:20:35,About,3G,8423.9,684,0,735.05
2026-02-17 21:20:37,About,4G,1709.8,288,0,735.04
2026-02-17 21:20:39,About,4G,1755.7,304,0,735.05
2026-02-17 21:20:42,About,4G,1715.6,272,0,735.04
2026-02-17 21:20:43,Products,WiFi,288.9,96,9.4,743.81
2026-02-17 21:20:52,Homepage,3G,8598.9,672,158.1,752.85
2026-02-17 21:20:54,Homepage,4G,1751.7,272,60.7,752.83
2026-02-17 21:20:57,Homepage,4G,1767.3,284,40.8,752.83
2026-02-17 21:20:58,Homepage,WiFi,280.8,112,11.3,752.83
2026-02-17 21:21:07,Homepage,3G,8603.7,672,169.2,752.84
2026-02-17 21:21:08,About,WiFi,335.5,124,0,735.04
2026-02-17 21:21:17,Products,3G,8560.9,684,185.8,743.81
2026-02-17 21:21:26,Products,3G,8526.1,688,149.1,743.82
2026-02-17 21:21:27,Products,WiFi,290,124,11.5,743.81
2026-02-17 21:21:30,About,4G,1750.4,280,0,735.04
2026-02-17 21:21:31,Homepage,WiFi,351.8,152,11.7,752.85
2026-02-17 21:21:40,Products,3G,8834.6,672,144.2,743.81
2026-02-17 21:21:50,About,3G,8707.2,748,0,735.05
2026-02-17 21:21:52,Homepage,WiFi,866.8,304,25.4,752.85
2026-02-17 21:21:55,Products,4G,2128.6,384,34.3,743.81
2026-02-17 21:21:58,Homepage,4G,2119,404,46.4,752.86
2026-02-17 21:22:07,About,3G,8772.2,744,0,735.05
2026-02-17 21:22:09,Products,WiFi,907.8,308,31.9,743.83
2026-02-17 21:22:12,About,4G,2099.9,388,0,735.03
2026-02-17 21:22:15,Products,4G,2150.1,360,41.5,743.82
2026-02-17 21:22:17,Homepage,WiFi,892.9,316,27.2,752.85
2026-02-17 21:22:19,Homepage,WiFi,785.6,308,26.6,752.85
2026-02-17 21:22:21,About,4G,2088.9,408,0,735.05
2026-02-17 21:22:24,Homepage,4G,1814.8,344,50.4,752.85
2026-02-17 21:22:25,About,WiFi,288,112,0,735.04
2026-02-17 21:22:34,Products,3G,8537.4,648,186.8,743.81
2026-02-17 21:22:36,About,4G,1685.1,256,0,735.03
2026-02-17 21:22:39,Homepage,4G,1759.3,276,44.4,752.84
2026-02-17 21:22:41,Products,4G,1740.9,240,42.6,743.8
2026-02-17 21:22:43,About,4G,1689.6,260,0,735.04
2026-02-17 21:22:46,Products,4G,1719.1,264,38.5,743.81
2026-02-17 21:22:47,Homepage,WiFi,357,136,12.2,752.85
2026-02-17 21:22:56,Products,3G,8604.1,652,171.3,743.81
2026-02-17 21:22:57,Products,WiFi,246.4,96,16.3,743.81
2026-02-17 21:23:06,About,3G,8497.5,684,0,735.05
2026-02-17 21:23:07,Products,WiFi,310.5,116,12,743.82
2026-02-17 21:23:08,Homepage,WiFi,253.9,96,11.1,752.84
2026-02-17 21:23:09,Products,WiFi,239.6,92,12.9,743.81
2026-02-17 21:23:11,Products,4G,1781.2,256,41.3,743.81
2026-02-17 21:23:14,Products,4G,1752.5,296,44.1,743.81
2026-02-17 21:23:16,About,4G,1750.3,312,0,735.04
2026-02-17 21:23:17,About,WiFi,266.9,100,0,735.04
2026-02-17 21:23:26,Homepage,3G,8591.1,688,162.5,752.85
2026-02-17 21:23:35,Products,3G,8498.4,660,182.3,743.82
2026-02-17 21:23:44,Products,3G,8523.5,656,160.6,743.8
2026-02-17 21:23:47,About,4G,1683.4,260,0,735.04
2026-02-17 21:23:47,Products,WiFi,212.4,80,7.5,743.81
2026-02-17 21:23:48,About,WiFi,201,88,0,735.04
2026-02-17 21:23:49,About,WiFi,218.7,104,0,735.04
2026-02-17 21:23:50,Homepage,WiFi,254.4,108,7.9,752.84
2026-02-17 21:23:51,Homepage,WiFi,209.3,88,8.2,752.84
2026-02-17 21:23:51,About,WiFi,209.4,88,0,735.04
2026-02-17 21:23:54,Products,4G,1713.6,264,50.7,743.81
2026-02-17 21:24:03,Products,3G,8606.4,696,130.8,743.81
2026-02-17 21:24:04,Homepage,WiFi,303.4,132,11,752.85
2026-02-17 21:24:13,About,3G,8406.7,660,0,735.04
2026-02-17 21:24:15,Products,4G,1709.9,280,51.6,743.81
2026-02-17 21:24:25,Homepage,3G,8691.9,684,158.6,752.86
2026-02-17 21:24:27,Products,4G,1703.1,260,47.8,743.82
2026-02-17 21:24:36,About,3G,8475.4,672,0,735.04
2026-02-17 21:24:45,About,3G,8484.3,680,0,735.04
2026-02-17 21:24:46,Homepage,WiFi,270.1,116,13.7,752.86
2026-02-17 21:24:47,Homepage,WiFi,263.6,104,10.1,752.84
2026-02-17 21:24:56,Products,3G,8558.1,680,146.1,743.81
2026-02-17 21:25:06,Products,3G,8562.1,680,142.4,743.81
2026-02-17 21:25:15,About,3G,8488.4,688,0,735.04
2026-02-17 21:25:16,About,WiFi,289.7,108,0,735.05
2026-02-17 21:25:18,Products,4G,1719.4,280,42.3,743.82
2026-02-17 21:25:20,Products,4G,1700.6,288,38.1,743.81
2026-02-17 21:25:29,Products,3G,8579.7,660,156.7,743.82
2026-02-17 21:25:39,Products,3G,8592.4,700,171.7,743.82
2026-02-17 21:25:41,About,4G,1717.1,296,0,735.04
2026-02-17 21:25:42,Homepage,WiFi,272.3,132,11.2,752.86
2026-02-17 21:25:51,Homepage,3G,8663.9,684,164.9,752.85
2026-02-17 21:25:52,Products,WiFi,263.9,120,12.8,743.8
2026-02-17 21:25:53,Homepage,WiFi,229.7,92,12.9,752.85
2026-02-17 21:25:55,Products,4G,1724.4,300,48.8,743.81
2026-02-17 21:26:05,Homepage,3G,8674.7,676,175.7,752.84
2026-02-17 21:26:06,Products,WiFi,266.4,104,14.8,743.81
2026-02-17 21:26:08,Homepage,4G,1744.5,292,48.4,752.85
2026-02-17 21:26:09,About,WiFi,211.1,100,0,735.04
2026-02-17 21:26:10,About,WiFi,251.3,132,0,735.04
2026-02-17 21:26:10,Homepage,WiFi,210.2,100,6.9,752.84
2026-02-17 21:26:13,Products,4G,1679.7,236,46.3,743.82
2026-02-17 21:26:15,About,4G,1694,280,0,735.04
2026-02-17 21:26:17,Products,4G,1690.7,272,51.4,743.82
2026-02-17 21:26:20,Homepage,4G,1728.2,260,43.7,752.85
2026-02-17 21:26:20,Products,WiFi,205.1,88,6.7,743.8
2026-02-17 21:26:30,Products,3G,8627.9,664,140.7,743.82
2026-02-17 21:26:31,About,WiFi,260,96,0,735.04
2026-02-17 21:26:33,Products,4G,1734.1,272,43.1,743.81
2026-02-17 21:26:34,Homepage,WiFi,246.9,104,12.6,752.85
2026-02-17 21:26:43,About,3G,8467,672,0,735.03
2026-02-17 21:26:44,Products,WiFi,237.1,88,11,743.81
2026-02-17 21:26:53,Homepage,3G,8627.5,672,146.5,752.85
2026-02-17 21:26:56,Homepage,4G,1743,304,38.8,752.85
2026-02-17 21:26:58,Homepage,4G,1766.2,324,37.7,752.84
2026-02-17 21:27:00,Products,4G,1772.1,276,46,743.81
2026-02-17 21:27:10,Homepage,3G,8659.5,684,159.7,752.84
2026-02-17 21:27:19,Homepage,3G,8662.5,668,148.5,752.84
2026-02-17 21:27:21,About,4G,1729.1,308,0,735.04
2026-02-17 21:27:24,Homepage,4G,1726.3,280,47.6,752.85
2026-02-17 21:27:33,About,3G,8423.3,668,0,735.04
2026-02-17 21:27:35,Homepage,4G,1723.5,280,49.5,752.84
2026-02-17 21:27:37,Homepage,4G,1744.8,296,51.6,752.84
2026-02-17 21:27:40,Homepage,4G,1724.9,288,41.8,752.85
2026-02-17 21:27:42,Homepage,4G,1760.6,300,46.4,752.86
2026-02-17 21:27:51,About,3G,8455,684,0,735.04
2026-02-17 21:28:00,About,3G,8449.7,676,0,735.04
2026-02-17 21:28:01,Homepage,WiFi,232.9,104,11.1,752.84
2026-02-17 21:28:02,About,WiFi,227,96,0,735.04
2026-02-17 21:28:03,About,WiFi,263.5,100,0,735.05
2026-02-17 21:28:05,About,4G,1713,264,0,735.04
2026-02-17 21:28:14,Products,3G,8586.6,680,166.4,743.81
2026-02-17 21:28:15,Homepage,WiFi,266.8,104,8.6,752.84
2026-02-17 21:28:16,Homepage,WiFi,233.3,108,11.8,752.84
2026-02-17 21:28:17,About,WiFi,233.9,104,0,735.05
2026-02-17 21:28:26,Products,3G,8633.2,684,174.4,743.81
2026-02-17 21:28:36,Homepage,3G,8647.8,708,151.8,752.85
2026-02-17 21:28:38,Homepage,4G,1731.2,264,40.9,752.85
2026-02-17 21:28:39,Products,WiFi,308.6,120,12.6,743.81
2026-02-17 21:28:40,Products,WiFi,251.5,100,8.7,743.82
2026-02-17 21:28:41,Products,WiFi,238,96,9.9,743.82
2026-02-17 21:28:42,Products,WiFi,270.5,96,13.1,743.8
2026-02-17 21:28:51,Homepage,3G,8692.1,700,169.5,752.84
2026-02-17 21:29:00,About,3G,8460.3,688,0,735.04
